path,task,subject,phase,sfreq,n_perm,n_folds_requested,inner_folds_requested,random_state,rt_min_s,window_requested_s,step_requested_s,outer_cv,permutation,n_channels,n_windows,n_trials,n_items,n_outer_folds_actual,recording_counts,window_first_start,window_first_end,window_last_end,actual_step_s,incorrect_target_events
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0102/sub-D0102_task-LexicalDelay_proc-Response_desc-Repeat_rt-ridge.h5,LexicalDelay,D0102,Response,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,6,99,153,83,10,"{""default"": 153}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0103/sub-D0103_task-LexicalDelay_proc-Delay_desc-Repeat_rt-ridge.h5,LexicalDelay,D0103,Delay,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,12,99,167,84,10,"{""default"": 167}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0103/sub-D0103_task-LexicalDelay_proc-Go_desc-Repeat_rt-ridge.h5,LexicalDelay,D0103,Go,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,12,99,167,84,10,"{""default"": 167}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0103/sub-D0103_task-LexicalDelay_proc-Response_desc-Repeat_rt-ridge.h5,LexicalDelay,D0103,Response,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,12,99,167,84,10,"{""default"": 167}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0115/sub-D0115_task-LexicalDelay_proc-Delay_desc-Repeat_rt-ridge.h5,LexicalDelay,D0115,Delay,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,7,99,159,83,10,"{""default"": 159}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0115/sub-D0115_task-LexicalDelay_proc-Go_desc-Repeat_rt-ridge.h5,LexicalDelay,D0115,Go,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,7,99,159,83,10,"{""default"": 159}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0115/sub-D0115_task-LexicalDelay_proc-Response_desc-Repeat_rt-ridge.h5,LexicalDelay,D0115,Response,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,7,99,159,83,10,"{""default"": 159}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0128/sub-D0128_task-LexicalDelay_proc-Delay_desc-Repeat_rt-ridge.h5,LexicalDelay,D0128,Delay,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,3,99,162,84,10,"{""default"": 162}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0128/sub-D0128_task-LexicalDelay_proc-Go_desc-Repeat_rt-ridge.h5,LexicalDelay,D0128,Go,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,3,99,162,84,10,"{""default"": 162}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0128/sub-D0128_task-LexicalDelay_proc-Response_desc-Repeat_rt-ridge.h5,LexicalDelay,D0128,Response,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,3,99,162,84,10,"{""default"": 162}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0129/sub-D0129_task-LexicalDelay_proc-Delay_desc-Repeat_rt-ridge.h5,LexicalDelay,D0129,Delay,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,10,99,155,84,10,"{""default"": 155}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0129/sub-D0129_task-LexicalDelay_proc-Go_desc-Repeat_rt-ridge.h5,LexicalDelay,D0129,Go,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,10,99,155,84,10,"{""default"": 155}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0129/sub-D0129_task-LexicalDelay_proc-Response_desc-Repeat_rt-ridge.h5,LexicalDelay,D0129,Response,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,10,99,155,84,10,"{""default"": 155}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0132/sub-D0132_task-LexicalDelay_proc-Delay_desc-Repeat_rt-ridge.h5,LexicalDelay,D0132,Delay,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,8,99,137,81,10,"{""default"": 137}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0132/sub-D0132_task-LexicalDelay_proc-Go_desc-Repeat_rt-ridge.h5,LexicalDelay,D0132,Go,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,8,99,137,81,10,"{""default"": 137}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0132/sub-D0132_task-LexicalDelay_proc-Response_desc-Repeat_rt-ridge.h5,LexicalDelay,D0132,Response,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,8,99,137,81,10,"{""default"": 137}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0137/sub-D0137_task-LexicalDelay_proc-Delay_desc-Repeat_rt-ridge.h5,LexicalDelay,D0137,Delay,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,14,99,161,83,10,"{""default"": 161}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0137/sub-D0137_task-LexicalDelay_proc-Go_desc-Repeat_rt-ridge.h5,LexicalDelay,D0137,Go,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,14,99,161,83,10,"{""default"": 161}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0137/sub-D0137_task-LexicalDelay_proc-Response_desc-Repeat_rt-ridge.h5,LexicalDelay,D0137,Response,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,14,99,161,83,10,"{""default"": 161}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0138/sub-D0138_task-LexicalDelay_proc-Delay_desc-Repeat_rt-ridge.h5,LexicalDelay,D0138,Delay,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,9,99,153,84,10,"{""default"": 153}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0138/sub-D0138_task-LexicalDelay_proc-Go_desc-Repeat_rt-ridge.h5,LexicalDelay,D0138,Go,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,9,99,153,84,10,"{""default"": 153}",-1.0,-0.8046875,1.4921875,0.0234375,0
/hpc/group/coganlab/nanlinshi/insula-functional/results/rt/task-LexicalDelay/sub-D0138/sub-D0138_task-LexicalDelay_proc-Response_desc-Repeat_rt-ridge.h5,LexicalDelay,D0138,Response,128.0,1000,10,5,42,0.05,0.2,0.02,shuffled_group_kfold_by_item,unrestricted_training_rt_shuffle,9,99,153,84,10,"{""default"": 153}",-1.0,-0.8046875,1.4921875,0.0234375,0
