path,task,roi,phase,condition_or_direction,branch,fs,tmin,tmax,window,step,variance,n_folds,n_repeats,n_perm,cv_random_state,n_channels,n_items,class_counts,n_bins,estimator,scoring,source,target,n_time_points,first_time_label,last_time_label,dataset_shapes,file_bytes,mtime_utc
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sensory/(decode)(resolved)(lda)lexicality/sub-Sensory_proc-Delay_desc-Decision_highgamma.h5,LexicalDelay,Sensory,Delay,Decision,resolved_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,14,84,,5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sensory/lexicality/sub-Sensory_task-LexicalDelay_proc-Delay_desc-Decision_highgamma.h5,,57,-0.2,1.48,"{""auc"": [57], ""baseline"": [5000, 57], ""channel"": [14], ""mask"": [57], ""p_perm"": [57], ""p_values"": [57], ""time"": [57]}",2290553,2026-08-26T20:02:11.343395+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sensory/(decode)(resolved)(lda)lexicality/sub-Sensory_proc-Delay_desc-Repeat_highgamma.h5,LexicalDelay,Sensory,Delay,Repeat,resolved_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,14,84,,5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sensory/lexicality/sub-Sensory_task-LexicalDelay_proc-Delay_desc-Repeat_highgamma.h5,,57,-0.2,1.48,"{""auc"": [57], ""baseline"": [5000, 57], ""channel"": [14], ""mask"": [57], ""p_perm"": [57], ""p_values"": [57], ""time"": [57]}",2290553,2026-08-26T19:57:08.164909+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sensory/(decode)(resolved)(lda)lexicality/sub-Sensory_proc-Response_desc-Decision_highgamma.h5,LexicalDelay,Sensory,Response,Decision,resolved_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,10,84,"{""Nonword"": 84, ""Word"": 82}",5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sensory/lexicality/sub-Sensory_task-LexicalDelay_proc-Response_desc-Decision_highgamma.h5,,57,-0.2,1.48,"{""auc"": [57], ""baseline"": [5000, 57], ""channel"": [10], ""mask"": [57], ""p_perm"": [57], ""p_values"": [57], ""time"": [57]}",2290705,2026-09-10T02:07:25.553817+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sensory/(decode)(resolved)(lda)lexicality/sub-Sensory_proc-Response_desc-Repeat_highgamma.h5,LexicalDelay,Sensory,Response,Repeat,resolved_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,10,84,"{""Nonword"": 84, ""Word"": 83}",5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sensory/lexicality/sub-Sensory_task-LexicalDelay_proc-Response_desc-Repeat_highgamma.h5,,57,-0.2,1.48,"{""auc"": [57], ""baseline"": [5000, 57], ""channel"": [10], ""mask"": [57], ""p_perm"": [57], ""p_values"": [57], ""time"": [57]}",2290705,2026-09-10T02:08:11.432731+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sensory/(decode)(resolved)(lda)lexicality/sub-Sensory_proc-Stimulus_desc-Decision_highgamma.h5,LexicalDelay,Sensory,Stimulus,Decision,resolved_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,16,84,,5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sensory/lexicality/sub-Sensory_task-LexicalDelay_proc-Stimulus_desc-Decision_highgamma.h5,,57,-0.2,1.48,"{""auc"": [57], ""baseline"": [5000, 57], ""channel"": [16], ""mask"": [57], ""p_perm"": [57], ""p_values"": [57], ""time"": [57]}",2290585,2026-08-26T19:57:40.023513+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sensory/(decode)(resolved)(lda)lexicality/sub-Sensory_proc-Stimulus_desc-Repeat_highgamma.h5,LexicalDelay,Sensory,Stimulus,Repeat,resolved_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,16,84,,5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sensory/lexicality/sub-Sensory_task-LexicalDelay_proc-Stimulus_desc-Repeat_highgamma.h5,,57,-0.2,1.48,"{""auc"": [57], ""baseline"": [5000, 57], ""channel"": [16], ""mask"": [57], ""p_perm"": [57], ""p_values"": [57], ""time"": [57]}",2290585,2026-08-26T20:06:08.465580+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sustain/(cross)(resolved)(lda)lexicality/sub-Sustain_proc-Delay_desc-Decision2Repeat_highgamma.h5,LexicalDelay,Sustain,Delay,Decision2Repeat,cross_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,30,84,"{""Nonword"": 83, ""Word"": 83}",5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sustain/lexicality/sub-Sustain_task-LexicalDelay_proc-Delay_desc-Decision_highgamma.h5,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sustain/lexicality/sub-Sustain_task-LexicalDelay_proc-Delay_desc-Repeat_highgamma.h5,57,-0.2,1.48,"{""auc"": [57, 57], ""baseline"": [5000, 57, 57], ""channel"": [30], ""mask"": [57, 57], ""p_perm"": [57, 57], ""p_values"": [57, 57], ""test_time"": [57], ""train_time"": [57], ""trial"": [166]}",130060265,2026-09-10T20:22:51.168420+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sustain/(cross)(resolved)(lda)lexicality/sub-Sustain_proc-Delay_desc-Repeat2Decision_highgamma.h5,LexicalDelay,Sustain,Delay,Repeat2Decision,cross_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,30,84,"{""Nonword"": 83, ""Word"": 83}",5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sustain/lexicality/sub-Sustain_task-LexicalDelay_proc-Delay_desc-Repeat_highgamma.h5,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sustain/lexicality/sub-Sustain_task-LexicalDelay_proc-Delay_desc-Decision_highgamma.h5,57,-0.2,1.48,"{""auc"": [57, 57], ""baseline"": [5000, 57, 57], ""channel"": [30], ""mask"": [57, 57], ""p_perm"": [57, 57], ""p_values"": [57, 57], ""test_time"": [57], ""train_time"": [57], ""trial"": [166]}",130060265,2026-09-10T20:19:48.990882+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sustain/(decode)(resolved)(lda)lexicality/sub-Sustain_proc-Delay_desc-Decision_highgamma.h5,LexicalDelay,Sustain,Delay,Decision,resolved_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,30,84,,5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sustain/lexicality/sub-Sustain_task-LexicalDelay_proc-Delay_desc-Decision_highgamma.h5,,57,-0.2,1.48,"{""auc"": [57], ""baseline"": [5000, 57], ""channel"": [30], ""mask"": [57], ""p_perm"": [57], ""p_values"": [57], ""time"": [57]}",2290809,2026-08-26T20:12:21.256329+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sustain/(decode)(resolved)(lda)lexicality/sub-Sustain_proc-Delay_desc-Repeat_highgamma.h5,LexicalDelay,Sustain,Delay,Repeat,resolved_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,30,84,,5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sustain/lexicality/sub-Sustain_task-LexicalDelay_proc-Delay_desc-Repeat_highgamma.h5,,57,-0.2,1.48,"{""auc"": [57], ""baseline"": [5000, 57], ""channel"": [30], ""mask"": [57], ""p_perm"": [57], ""p_values"": [57], ""time"": [57]}",2290809,2026-08-26T20:11:00.371629+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sustain/(decode)(resolved)(lda)lexicality/sub-Sustain_proc-Response_desc-Decision_highgamma.h5,LexicalDelay,Sustain,Response,Decision,resolved_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,28,84,"{""Nonword"": 84, ""Word"": 84}",5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sustain/lexicality/sub-Sustain_task-LexicalDelay_proc-Response_desc-Decision_highgamma.h5,,57,-0.2,1.48,"{""auc"": [57], ""baseline"": [5000, 57], ""channel"": [28], ""mask"": [57], ""p_perm"": [57], ""p_values"": [57], ""time"": [57]}",2290993,2026-09-10T02:16:20.308816+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sustain/(decode)(resolved)(lda)lexicality/sub-Sustain_proc-Response_desc-Repeat_highgamma.h5,LexicalDelay,Sustain,Response,Repeat,resolved_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,28,84,"{""Nonword"": 84, ""Word"": 84}",5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sustain/lexicality/sub-Sustain_task-LexicalDelay_proc-Response_desc-Repeat_highgamma.h5,,57,-0.2,1.48,"{""auc"": [57], ""baseline"": [5000, 57], ""channel"": [28], ""mask"": [57], ""p_perm"": [57], ""p_values"": [57], ""time"": [57]}",2290993,2026-09-10T02:09:27.963070+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sustain/(decode)(resolved)(lda)lexicality/sub-Sustain_proc-Stimulus_desc-Decision_highgamma.h5,LexicalDelay,Sustain,Stimulus,Decision,resolved_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,30,84,,5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sustain/lexicality/sub-Sustain_task-LexicalDelay_proc-Stimulus_desc-Decision_highgamma.h5,,57,-0.2,1.48,"{""auc"": [57], ""baseline"": [5000, 57], ""channel"": [30], ""mask"": [57], ""p_perm"": [57], ""p_values"": [57], ""time"": [57]}",2290809,2026-08-26T20:11:00.592690+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/LexicalDelay/sub-Sustain/(decode)(resolved)(lda)lexicality/sub-Sustain_proc-Stimulus_desc-Repeat_highgamma.h5,LexicalDelay,Sustain,Stimulus,Repeat,resolved_lda,128,-0.5,1.5,0.3,0.03,,5,,5000,42,30,84,,5,"LDA(solver=lsqr, shrinkage=auto)",roc_auc_pooled_oof,/cwork/ns458/BIDS-1.0_LexicalDecRepDelay/BIDS/derivatives/decoding(bipolar)/sub-Sustain/lexicality/sub-Sustain_task-LexicalDelay_proc-Stimulus_desc-Repeat_highgamma.h5,,57,-0.2,1.48,"{""auc"": [57], ""baseline"": [5000, 57], ""channel"": [30], ""mask"": [57], ""p_perm"": [57], ""p_values"": [57], ""time"": [57]}",2290809,2026-08-26T20:10:48.579327+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/PhonemeSequence/sub-Motor/(decode)articulator/sub-Motor_proc-Delay_recording-1_desc-Repeat_highgamma.h5,PhonemeSequence,Motor,Delay,Repeat,window_svm,128,0.0,0.7,,,0.8,5,30,200,42,,,,,,,,,0,,,"{""accuracy"": [5], ""accuracy_repeats"": [30, 5], ""accuracy_stable"": [], ""classes"": [4], ""confusion"": [4, 4], ""confusion_norm"": [4, 4], ""p_value"": [], ""perm_scores"": [5, 200]}",14280,2026-08-11T14:13:13.809239+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/PhonemeSequence/sub-Motor/(decode)articulator/sub-Motor_proc-Go_recording-1_desc-Repeat_highgamma.h5,PhonemeSequence,Motor,Go,Repeat,window_svm,128,0.0,0.5,,,0.8,5,30,200,42,,,,,,,,,0,,,"{""accuracy"": [5], ""accuracy_repeats"": [30, 5], ""accuracy_stable"": [], ""classes"": [4], ""confusion"": [4, 4], ""confusion_norm"": [4, 4], ""p_value"": [], ""perm_scores"": [5, 200]}",14280,2026-08-11T14:13:28.484210+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/PhonemeSequence/sub-Motor/(decode)articulator/sub-Motor_proc-Response_recording-1_desc-Repeat_highgamma.h5,PhonemeSequence,Motor,Response,Repeat,window_svm,128,0.0,1.0,,,0.8,5,30,200,42,,,,,,,,,0,,,"{""accuracy"": [5], ""accuracy_repeats"": [30, 5], ""accuracy_stable"": [], ""classes"": [4], ""confusion"": [4, 4], ""confusion_norm"": [4, 4], ""p_value"": [], ""perm_scores"": [5, 200]}",14280,2026-08-11T14:14:28.538979+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/PhonemeSequence/sub-Motor/(decode)articulator/sub-Motor_proc-Stimulus_recording-1_desc-Repeat_highgamma.h5,PhonemeSequence,Motor,Stimulus,Repeat,window_svm,128,0.0,0.5,,,0.8,5,30,200,42,,,,,,,,,0,,,"{""accuracy"": [5], ""accuracy_repeats"": [30, 5], ""accuracy_stable"": [], ""classes"": [4], ""confusion"": [4, 4], ""confusion_norm"": [4, 4], ""p_value"": [], ""perm_scores"": [5, 200]}",14280,2026-08-11T14:12:52.832325+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/PhonemeSequence/sub-Sensory/(decode)articulator/sub-Sensory_proc-Delay_recording-1_desc-Repeat_highgamma.h5,PhonemeSequence,Sensory,Delay,Repeat,window_svm,128,0.0,0.7,,,0.8,5,30,200,42,,,,,,,,,0,,,"{""accuracy"": [5], ""accuracy_repeats"": [30, 5], ""accuracy_stable"": [], ""classes"": [4], ""confusion"": [4, 4], ""confusion_norm"": [4, 4], ""p_value"": [], ""perm_scores"": [5, 200]}",14280,2026-08-11T14:11:58.751900+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/PhonemeSequence/sub-Sensory/(decode)articulator/sub-Sensory_proc-Go_recording-1_desc-Repeat_highgamma.h5,PhonemeSequence,Sensory,Go,Repeat,window_svm,128,0.0,0.5,,,0.8,5,30,200,42,,,,,,,,,0,,,"{""accuracy"": [5], ""accuracy_repeats"": [30, 5], ""accuracy_stable"": [], ""classes"": [4], ""confusion"": [4, 4], ""confusion_norm"": [4, 4], ""p_value"": [], ""perm_scores"": [5, 200]}",14280,2026-08-11T14:11:57.912192+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/PhonemeSequence/sub-Sensory/(decode)articulator/sub-Sensory_proc-Response_recording-1_desc-Repeat_highgamma.h5,PhonemeSequence,Sensory,Response,Repeat,window_svm,128,0.0,1.0,,,0.8,5,30,200,42,,,,,,,,,0,,,"{""accuracy"": [5], ""accuracy_repeats"": [30, 5], ""accuracy_stable"": [], ""classes"": [4], ""confusion"": [4, 4], ""confusion_norm"": [4, 4], ""p_value"": [], ""perm_scores"": [5, 200]}",14280,2026-08-11T14:12:04.234871+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/PhonemeSequence/sub-Sensory/(decode)articulator/sub-Sensory_proc-Stimulus_recording-1_desc-Repeat_highgamma.h5,PhonemeSequence,Sensory,Stimulus,Repeat,window_svm,128,0.0,0.5,,,0.8,5,30,200,42,,,,,,,,,0,,,"{""accuracy"": [5], ""accuracy_repeats"": [30, 5], ""accuracy_stable"": [], ""classes"": [4], ""confusion"": [4, 4], ""confusion_norm"": [4, 4], ""p_value"": [], ""perm_scores"": [5, 200]}",14280,2026-08-11T14:12:09.120331+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/PhonemeSequence/sub-Sustain/(decode)articulator/sub-Sustain_proc-Delay_recording-1_desc-Repeat_highgamma.h5,PhonemeSequence,Sustain,Delay,Repeat,window_svm,128,0.0,0.7,,,0.8,5,30,200,42,,,,,,,,,0,,,"{""accuracy"": [5], ""accuracy_repeats"": [30, 5], ""accuracy_stable"": [], ""classes"": [4], ""confusion"": [4, 4], ""confusion_norm"": [4, 4], ""p_value"": [], ""perm_scores"": [5, 200]}",14280,2026-08-11T14:12:42.416527+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/PhonemeSequence/sub-Sustain/(decode)articulator/sub-Sustain_proc-Go_recording-1_desc-Repeat_highgamma.h5,PhonemeSequence,Sustain,Go,Repeat,window_svm,128,0.0,0.5,,,0.8,5,30,200,42,,,,,,,,,0,,,"{""accuracy"": [5], ""accuracy_repeats"": [30, 5], ""accuracy_stable"": [], ""classes"": [4], ""confusion"": [4, 4], ""confusion_norm"": [4, 4], ""p_value"": [], ""perm_scores"": [5, 200]}",14280,2026-08-11T14:12:35.854901+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/PhonemeSequence/sub-Sustain/(decode)articulator/sub-Sustain_proc-Response_recording-1_desc-Repeat_highgamma.h5,PhonemeSequence,Sustain,Response,Repeat,window_svm,128,0.0,1.0,,,0.8,5,30,200,42,,,,,,,,,0,,,"{""accuracy"": [5], ""accuracy_repeats"": [30, 5], ""accuracy_stable"": [], ""classes"": [4], ""confusion"": [4, 4], ""confusion_norm"": [4, 4], ""p_value"": [], ""perm_scores"": [5, 200]}",14280,2026-08-11T14:12:51.853484+00:00
/hpc/group/coganlab/nanlinshi/insula-functional/results/decoding/PhonemeSequence/sub-Sustain/(decode)articulator/sub-Sustain_proc-Stimulus_recording-1_desc-Repeat_highgamma.h5,PhonemeSequence,Sustain,Stimulus,Repeat,window_svm,128,0.0,0.5,,,0.8,5,30,200,42,,,,,,,,,0,,,"{""accuracy"": [5], ""accuracy_repeats"": [30, 5], ""accuracy_stable"": [], ""classes"": [4], ""confusion"": [4, 4], ""confusion_norm"": [4, 4], ""p_value"": [], ""perm_scores"": [5, 200]}",14280,2026-08-11T14:12:30.882679+00:00
